3.121491894125938416e-02 1.086355745792388916e-02 1.020217966288328171e-02 7.044714293442666531e-04
1.098413951694965363e-02 9.491542354226112366e-03 7.026111707091331482e-04 5.070318584330379963e-04
8.784832432866096497e-03 8.177638985216617584e-03 4.654437361750751734e-04 4.197680391371250153e-04
7.759558036923408508e-03 7.892179302871227264e-03 3.651964943856000900e-04 3.497769648674875498e-04
7.108134217560291290e-03 7.676599081605672836e-03 3.014389367308467627e-04 3.247123386245220900e-04
6.595454178750514984e-03 8.119178935885429382e-03 2.518575929570943117e-04 3.433715028222650290e-04
6.221481598913669586e-03 7.753270678222179413e-03 2.183325268561020494e-04 3.158688487019389868e-04
5.877706687897443771e-03 7.392559666186571121e-03 1.888416882138699293e-04 2.744084049481898546e-04
5.606077611446380615e-03 7.308010477572679520e-03 1.682378933764994144e-04 2.623496402520686388e-04
5.400937050580978394e-03 6.656776648014783859e-03 1.548406435176730156e-04 2.046754088951274753e-04
5.162213463336229324e-03 6.271510850638151169e-03 1.380102185066789389e-04 1.769511727616190910e-04
4.993989132344722748e-03 5.943790078163146973e-03 1.271286600967869163e-04 1.503834064351394773e-04
4.839847330003976822e-03 5.952630657702684402e-03 1.178497914224863052e-04 1.548511063447222114e-04
4.697268828749656677e-03 5.487213376909494400e-03 1.102299429476261139e-04 1.248342159669846296e-04
4.583171568810939789e-03 4.868071060627698898e-03 1.045910248649306595e-04 8.941560372477397323e-05
4.459010437130928040e-03 4.713050089776515961e-03 9.773493366083130240e-05 8.721800986677408218e-05
4.342834465205669403e-03 4.211276769638061523e-03 9.181170753436163068e-05 7.102020026650279760e-05
4.275307059288024902e-03 4.146842285990715027e-03 8.935452933656051755e-05 6.617917097173631191e-05
4.185291472822427750e-03 3.562693018466234207e-03 8.474225614918395877e-05 5.606273771263659000e-05
4.110599402338266373e-03 3.440808504819869995e-03 8.168745989678427577e-05 5.193614924792200327e-05
4.056414123624563217e-03 3.270898945629596710e-03 8.138354314723983407e-05 4.846165029448457062e-05
3.944885917007923126e-03 3.464103676378726959e-03 7.350165833486244082e-05 5.213756230659782887e-05
3.899682313203811646e-03 3.111153841018676758e-03 7.247956818901002407e-05 4.802562762051820755e-05
3.834953298792243004e-03 3.201712854206562042e-03 7.048333645798265934e-05 4.533581159194000065e-05
3.778410609811544418e-03 3.259995253756642342e-03 6.823892181273549795e-05 4.680409256252460182e-05
3.725100308656692505e-03 3.131378907710313797e-03 6.615286110900342464e-05 4.398533928906545043e-05
3.669715020805597305e-03 3.119202796369791031e-03 6.439992284867912531e-05 4.467865437618456781e-05
3.627001307904720306e-03 3.045886754989624023e-03 6.223355012480169535e-05 4.379178790259175003e-05
3.589743049815297127e-03 3.102916991338133812e-03 6.133528950158506632e-05 4.190403706161305308e-05
3.540511941537261009e-03 2.884154906496405602e-03 5.930280894972383976e-05 3.999531327281147242e-05
3.501499304547905922e-03 3.060190472751855850e-03 5.792035153717733920e-05 4.213789361529052258e-05
3.472869517281651497e-03 2.851511584594845772e-03 5.718759348383173347e-05 4.055348108522593975e-05
3.458892926573753357e-03 2.814657753333449364e-03 5.657833753502927721e-05 4.096876000403426588e-05
3.415125422179698944e-03 2.767724916338920593e-03 5.472442353493534029e-05 4.055880708619952202e-05
3.373815212398767471e-03 3.009418025612831116e-03 5.364224853110499680e-05 4.187073864159174263e-05
3.357098437845706940e-03 2.847677562385797501e-03 5.317966133588925004e-05 3.801768252742476761e-05
4.348734859377145767e-03 3.200702369213104248e-03 1.329570222878828645e-04 4.733875903184525669e-05
3.892163513228297234e-03 3.250121371820569038e-03 7.565712439827620983e-05 4.698747943621128798e-05
3.760334337130188942e-03 2.970905508846044540e-03 6.999970355536788702e-05 4.021426502731628716e-05
3.637093584984540939e-03 2.931580413132905960e-03 6.398044934030622244e-05 3.917264621122740209e-05
3.353462787345051765e-03 2.723577897995710373e-03 5.147539195604622364e-05 3.532155096763744950e-05
3.296362468972802162e-03 2.729258732870221138e-03 5.151149525772780180e-05 3.491044117254205048e-05
3.227277891710400581e-03 2.560506807640194893e-03 4.731307490146718919e-05 3.423945963731966913e-05
3.200874896720051765e-03 2.584068570286035538e-03 4.673668081522919238e-05 3.385886157047934830e-05
3.175362944602966309e-03 2.627612091600894928e-03 4.657603130908682942e-05 3.323637793073430657e-05
3.133942838758230209e-03 2.621440915390849113e-03 4.542333044810220599e-05 3.351211853441782296e-05
3.097278997302055359e-03 2.425978425890207291e-03 4.456831447896547616e-05 3.221426959498785436e-05
3.077180823311209679e-03 2.417746698483824730e-03 4.391157563077285886e-05 3.258428841945715249e-05
3.057122696191072464e-03 2.456007525324821472e-03 4.322863969719037414e-05 3.247122003813274205e-05
3.034580033272504807e-03 2.566262381151318550e-03 4.229802652844227850e-05 3.228090281481854618e-05
3.116722451522946358e-03 2.699531149119138718e-03 5.533081639441661537e-05 3.439318243181332946e-05
2.993784844875335693e-03 2.393704606220126152e-03 4.092549716006033123e-05 3.114252831437624991e-05
2.983143320307135582e-03 2.373238792642951012e-03 4.059477942064404488e-05 3.074613414355553687e-05
2.976298797875642776e-03 2.305812202394008636e-03 4.053071461385115981e-05 3.078998634009622037e-05
2.954092575237154961e-03 2.456142101436853409e-03 4.010503107565455139e-05 3.304027268313802779e-05
2.935568569228053093e-03 2.321923617273569107e-03 3.926604767912067473e-05 3.161782660754397511e-05
2.928265137597918510e-03 2.343280939385294914e-03 3.886909325956366956e-05 3.010912769241258502e-05
2.919444581493735313e-03 2.358281053602695465e-03 3.877064591506496072e-05 2.996004877786617726e-05
2.896154299378395081e-03 2.322170417755842209e-03 3.834734889096580446e-05 2.957067226816434413e-05
3.054324304684996605e-03 2.320366213098168373e-03 6.127676897449418902e-05 3.051129169762134552e-05
