2.250000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
2.350000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
2.400000000000000000e+01,2.309401076758502924e+00,1.000000000000000000e+00
2.450000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
2.500000000000000000e+01,2.309401076758502924e+00,1.000000000000000000e+00
2.550000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
2.600000000000000000e+01,2.309401076758502924e+00,1.000000000000000000e+00
2.650000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
2.700000000000000000e+01,2.309401076758502924e+00,1.000000000000000000e+00
2.750000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
2.800000000000000000e+01,2.309401076758502924e+00,1.000000000000000000e+00
2.850000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
2.900000000000000000e+01,2.309401076758502924e+00,1.000000000000000000e+00
2.950000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
3.050000000000000000e+01,2.598076211353316012e+00,-1.000000000000000000e+00
1.850000000000000000e+01,4.330127018922192761e+00,-1.000000000000000000e+00
1.900000000000000000e+01,4.041451884327380562e+00,1.000000000000000000e+00
1.950000000000000000e+01,4.330127018922192761e+00,-1.000000000000000000e+00
2.050000000000000000e+01,3.175426480542941299e+00,1.000000000000000000e+00
2.000000000000000000e+01,3.464101615137754386e+00,-1.000000000000000000e+00
2.000000000000000000e+01,4.041451884327380562e+00,1.000000000000000000e+00
2.050000000000000000e+01,4.330127018922192761e+00,-1.000000000000000000e+00
2.150000000000000000e+01,3.175426480542941299e+00,1.000000000000000000e+00
2.100000000000000000e+01,3.464101615137754386e+00,-1.000000000000000000e+00
2.100000000000000000e+01,4.041451884327380562e+00,1.000000000000000000e+00
2.150000000000000000e+01,4.330127018922192761e+00,-1.000000000000000000e+00
2.250000000000000000e+01,3.175426480542941299e+00,1.000000000000000000e+00
2.200000000000000000e+01,3.464101615137754386e+00,-1.000000000000000000e+00
2.200000000000000000e+01,4.041451884327380562e+00,1.000000000000000000e+00
